SalesID	OrderID	ProductID	CustomerID	Quantity	SalesAmount	Profit
S00615	O00615	P020	C0152	3	7929	1656
S00616	O00616	P028	C0041	2	2514	1130
S00617	O00617	P019	C0143	1	2877	582
S00618	O00618	P013	C0114	3	3180	1830
S00619	O00619	P006	C0001	3	1290	243
S00620	O00620	P028	C0054	2	2514	1130
S00621	O00621	P017	C0125	5	15395	7035
S00622	O00622	P021	C0140	5	30875	6295
S00623	O00623	P022	C0033	2	7782	1854
S00624	O00624	P015	C0036	2	2798	2146
S00625	O00625	P023	C0089	2	12092	2714
S00626	O00626	P016	C0199	3	5364	1863
S00627	O00627	P027	C0170	5	6355	2985
S00628	O00628	P028	C0001	1	1257	565
S00629	O00629	P002	C0065	2	572	120
S00630	O00630	P029	C0170	3	3750	1077
S00631	O00631	P012	C0021	1	1723	1125
S00632	O00632	P001	C0027	1	2062	211
S00633	O00633	P003	C0052	2	7102	1668
S00634	O00634	P026	C0180	5	27060	4590
S00635	O00635	P002	C0116	1	286	60
S00636	O00636	P001	C0081	2	4124	422
S00637	O00637	P030	C0168	5	13455	4630
S00638	O00638	P010	C0034	1	5276	1385
S00639	O00639	P019	C0063	5	14385	2910
S00640	O00640	P012	C0146	2	3446	2250
S00641	O00641	P013	C0060	3	3180	1830
S00642	O00642	P004	C0137	3	8709	1353
S00643	O00643	P025	C0164	1	4632	1152
S00644	O00644	P023	C0076	4	24184	5428
S00645	O00645	P028	C0123	5	6285	2825
S00646	O00646	P014	C0036	2	7758	472
S00647	O00647	P027	C0063	1	1271	597
S00648	O00648	P014	C0055	3	11637	708
S00649	O00649	P020	C0169	5	13215	2760
S00650	O00650	P009	C0175	2	4996	632
S00651	O00651	P027	C0027	1	1271	597
S00652	O00652	P027	C0078	3	3813	1791
S00653	O00653	P009	C0153	3	7494	948
S00654	O00654	P012	C0004	2	3446	2250
S00655	O00655	P020	C0058	3	7929	1656
S00656	O00656	P014	C0051	2	7758	472
S00657	O00657	P002	C0022	5	1430	300
S00658	O00658	P012	C0180	3	5169	3375
S00659	O00659	P009	C0078	1	2498	316
S00660	O00660	P027	C0082	4	5084	2388
S00661	O00661	P006	C0057	5	2150	405
S00662	O00662	P007	C0081	1	2700	1411
S00663	O00663	P020	C0065	2	5286	1104
S00664	O00664	P028	C0147	2	2514	1130
S00665	O00665	P017	C0079	2	6158	2814
S00666	O00666	P030	C0130	4	10764	3704
S00667	O00667	P015	C0106	1	1399	1073
S00668	O00668	P002	C0154	3	858	180
S00669	O00669	P018	C0036	1	4017	725
S00670	O00670	P024	C0078	4	5484	3092
S00671	O00671	P003	C0134	4	14204	3336
S00672	O00672	P020	C0104	3	7929	1656
S00673	O00673	P005	C0136	1	2784	1373
S00674	O00674	P012	C0179	4	6892	4500
S00675	O00675	P025	C0109	1	4632	1152
S00676	O00676	P009	C0176	3	7494	948
S00677	O00677	P015	C0122	3	4197	3219
S00678	O00678	P026	C0039	2	10824	1836
S00679	O00679	P019	C0110	4	11508	2328
S00680	O00680	P016	C0089	2	3576	1242
S00681	O00681	P029	C0039	2	2500	718
S00682	O00682	P019	C0145	3	8631	1746
S00683	O00683	P009	C0078	2	4996	632
S00684	O00684	P027	C0021	3	3813	1791
S00685	O00685	P014	C0012	3	11637	708
S00686	O00686	P007	C0038	4	10800	5644
S00687	O00687	P021	C0121	5	30875	6295
S00688	O00688	P028	C0040	1	1257	565
S00689	O00689	P024	C0165	3	4113	2319
S00690	O00690	P007	C0021	1	2700	1411
S00691	O00691	P027	C0077	4	5084	2388
S00692	O00692	P022	C0031	3	11673	2781
S00693	O00693	P020	C0028	3	7929	1656
S00694	O00694	P029	C0103	4	5000	1436
S00695	O00695	P016	C0037	1	1788	621
S00696	O00696	P029	C0002	4	5000	1436
S00697	O00697	P016	C0053	2	3576	1242
S00698	O00698	P002	C0158	5	1430	300
S00699	O00699	P016	C0119	3	5364	1863
S00700	O00700	P002	C0089	3	858	180
S00701	O00701	P023	C0184	4	24184	5428
S00702	O00702	P016	C0069	4	7152	2484
S00703	O00703	P016	C0021	5	8940	3105
S00704	O00704	P019	C0182	2	5754	1164
S00705	O00705	P014	C0025	5	19395	1180
S00706	O00706	P020	C0174	1	2643	552
S00707	O00707	P022	C0032	5	19455	4635
S00708	O00708	P014	C0020	4	15516	944
S00709	O00709	P020	C0102	5	13215	2760
S00710	O00710	P028	C0100	1	1257	565
S00711	O00711	P022	C0068	1	3891	927
S00712	O00712	P029	C0002	3	3750	1077
S00713	O00713	P020	C0113	1	2643	552
S00714	O00714	P028	C0032	4	5028	2260
S00715	O00715	P016	C0130	4	7152	2484
S00716	O00716	P019	C0036	5	14385	2910
S00717	O00717	P008	C0151	2	3546	2412
S00718	O00718	P026	C0118	3	16236	2754
S00719	O00719	P014	C0001	2	7758	472
S00720	O00720	P017	C0197	3	9237	4221
S00721	O00721	P005	C0066	5	13920	6865
S00722	O00722	P029	C0065	1	1250	359
S00723	O00723	P012	C0114	4	6892	4500
S00724	O00724	P027	C0008	1	1271	597
S00725	O00725	P012	C0006	1	1723	1125
S00726	O00726	P005	C0060	4	11136	5492
S00727	O00727	P016	C0194	3	5364	1863
S00728	O00728	P015	C0167	5	6995	5365
S00729	O00729	P010	C0003	4	21104	5540
S00730	O00730	P003	C0079	3	10653	2502
S00731	O00731	P024	C0078	2	2742	1546
S00732	O00732	P020	C0092	3	7929	1656
S00733	O00733	P015	C0043	5	6995	5365
S00734	O00734	P011	C0087	3	1020	366
S00735	O00735	P021	C0055	1	6175	1259
S00736	O00736	P008	C0073	5	8865	6030
S00737	O00737	P028	C0039	2	2514	1130
S00738	O00738	P015	C0044	3	4197	3219
S00739	O00739	P023	C0092	3	18138	4071
S00740	O00740	P008	C0014	1	1773	1206
S00741	O00741	P004	C0082	3	8709	1353
S00742	O00742	P004	C0068	1	2903	451
S00743	O00743	P011	C0015	2	680	244
S00744	O00744	P001	C0064	3	6186	633
S00745	O00745	P019	C0087	1	2877	582
S00746	O00746	P005	C0095	3	8352	4119
S00747	O00747	P020	C0089	5	13215	2760
S00748	O00748	P003	C0061	3	10653	2502
S00749	O00749	P012	C0153	2	3446	2250
S00750	O00750	P023	C0043	4	24184	5428
S00751	O00751	P014	C0021	1	3879	236
S00752	O00752	P009	C0078	5	12490	1580
S00753	O00753	P012	C0169	4	6892	4500
S00754	O00754	P011	C0151	2	680	244
S00755	O00755	P002	C0154	4	1144	240
S00756	O00756	P030	C0053	3	8073	2778
S00757	O00757	P002	C0012	4	1144	240
S00758	O00758	P007	C0194	3	8100	4233
S00759	O00759	P011	C0031	2	680	244
S00760	O00760	P007	C0107	4	10800	5644
S00761	O00761	P001	C0100	4	8248	844
S00762	O00762	P017	C0195	4	12316	5628
S00763	O00763	P022	C0196	5	19455	4635
S00764	O00764	P025	C0097	3	13896	3456
S00765	O00765	P017	C0194	3	9237	4221
S00766	O00766	P006	C0038	5	2150	405
S00767	O00767	P016	C0181	4	7152	2484
S00768	O00768	P008	C0021	3	5319	3618
S00769	O00769	P023	C0092	3	18138	4071
S00770	O00770	P030	C0175	4	10764	3704
S00771	O00771	P019	C0038	3	8631	1746
S00772	O00772	P030	C0014	5	13455	4630
S00773	O00773	P023	C0169	4	24184	5428
S00774	O00774	P030	C0058	4	10764	3704
S00775	O00775	P015	C0024	5	6995	5365
S00776	O00776	P015	C0118	2	2798	2146
S00777	O00777	P012	C0136	4	6892	4500
S00778	O00778	P015	C0085	5	6995	5365
S00779	O00779	P009	C0058	3	7494	948
S00780	O00780	P012	C0092	1	1723	1125
S00781	O00781	P022	C0089	5	19455	4635
S00782	O00782	P003	C0118	1	3551	834
S00783	O00783	P014	C0055	5	19395	1180
S00784	O00784	P013	C0107	5	5300	3050
S00785	O00785	P014	C0024	2	7758	472
S00786	O00786	P028	C0092	5	6285	2825
S00787	O00787	P028	C0063	4	5028	2260
S00788	O00788	P003	C0034	4	14204	3336
S00789	O00789	P023	C0033	4	24184	5428
S00790	O00790	P009	C0156	5	12490	1580
S00791	O00791	P030	C0144	5	13455	4630
S00792	O00792	P018	C0171	2	8034	1450
S00793	O00793	P022	C0086	4	15564	3708
S00794	O00794	P007	C0084	4	10800	5644
S00795	O00795	P021	C0002	1	6175	1259
S00796	O00796	P013	C0148	1	1060	610
S00797	O00797	P027	C0024	2	2542	1194
S00798	O00798	P028	C0142	3	3771	1695
S00799	O00799	P012	C0160	2	3446	2250
S00800	O00800	P016	C0004	5	8940	3105
S00801	O00801	P015	C0103	3	4197	3219
S00802	O00802	P022	C0197	5	19455	4635
S00803	O00803	P008	C0058	5	8865	6030
S00804	O00804	P001	C0022	2	4124	422
S00805	O00805	P018	C0042	1	4017	725
S00806	O00806	P029	C0151	3	3750	1077
S00807	O00807	P020	C0001	5	13215	2760
S00808	O00808	P006	C0001	1	430	81
S00809	O00809	P007	C0169	2	5400	2822
S00810	O00810	P019	C0107	4	11508	2328
S00811	O00811	P007	C0161	1	2700	1411
S00812	O00812	P020	C0101	3	7929	1656
S00813	O00813	P029	C0042	5	6250	1795
S00814	O00814	P006	C0115	3	1290	243
S00815	O00815	P023	C0147	1	6046	1357
S00816	O00816	P026	C0062	4	21648	3672
S00817	O00817	P029	C0126	4	5000	1436
S00818	O00818	P002	C0081	2	572	120
S00819	O00819	P018	C0032	1	4017	725
S00820	O00820	P015	C0154	1	1399	1073
S00821	O00821	P023	C0140	2	12092	2714
S00822	O00822	P020	C0132	4	10572	2208
S00823	O00823	P022	C0163	3	11673	2781
S00824	O00824	P026	C0170	5	27060	4590
S00825	O00825	P009	C0022	4	9992	1264
S00826	O00826	P030	C0009	4	10764	3704
S00827	O00827	P002	C0053	3	858	180
S00828	O00828	P028	C0169	5	6285	2825
S00829	O00829	P022	C0109	3	11673	2781
S00830	O00830	P015	C0059	4	5596	4292
S00831	O00831	P022	C0199	1	3891	927
S00832	O00832	P017	C0184	4	12316	5628
S00833	O00833	P028	C0081	2	2514	1130
S00834	O00834	P013	C0054	5	5300	3050
S00835	O00835	P004	C0055	2	5806	902
S00836	O00836	P024	C0151	2	2742	1546
S00837	O00837	P025	C0042	1	4632	1152
S00838	O00838	P025	C0035	4	18528	4608
S00839	O00839	P011	C0016	2	680	244
S00840	O00840	P017	C0128	5	15395	7035
S00841	O00841	P027	C0003	3	3813	1791
S00842	O00842	P001	C0166	4	8248	844
S00843	O00843	P006	C0036	3	1290	243
S00844	O00844	P007	C0160	5	13500	7055
S00845	O00845	P013	C0156	3	3180	1830
S00846	O00846	P013	C0173	1	1060	610
S00847	O00847	P006	C0080	1	430	81
S00848	O00848	P020	C0089	5	13215	2760
S00849	O00849	P026	C0107	1	5412	918
S00850	O00850	P029	C0119	3	3750	1077
S00851	O00851	P001	C0034	4	8248	844
S00852	O00852	P013	C0177	2	2120	1220
S00853	O00853	P021	C0063	4	24700	5036
S00854	O00854	P028	C0021	1	1257	565
S00855	O00855	P016	C0093	2	3576	1242
S00856	O00856	P027	C0118	4	5084	2388
S00857	O00857	P008	C0027	3	5319	3618
S00858	O00858	P014	C0053	3	11637	708
S00859	O00859	P015	C0162	2	2798	2146
S00860	O00860	P011	C0139	1	340	122
S00861	O00861	P024	C0129	5	6855	3865
S00862	O00862	P003	C0029	4	14204	3336
S00863	O00863	P023	C0178	5	30230	6785
S00864	O00864	P028	C0046	1	1257	565
S00865	O00865	P027	C0059	4	5084	2388
S00866	O00866	P004	C0102	3	8709	1353
S00867	O00867	P014	C0151	4	15516	944
S00868	O00868	P023	C0143	5	30230	6785
S00869	O00869	P008	C0034	1	1773	1206
S00870	O00870	P009	C0119	5	12490	1580
S00871	O00871	P019	C0094	1	2877	582
S00872	O00872	P012	C0162	3	5169	3375
S00873	O00873	P017	C0075	1	3079	1407
S00874	O00874	P022	C0024	5	19455	4635
S00875	O00875	P011	C0134	3	1020	366
S00876	O00876	P021	C0152	2	12350	2518
S00877	O00877	P021	C0081	2	12350	2518
S00878	O00878	P007	C0196	1	2700	1411
S00879	O00879	P007	C0112	2	5400	2822
S00880	O00880	P029	C0016	4	5000	1436
S00881	O00881	P005	C0154	4	11136	5492
S00882	O00882	P001	C0162	4	8248	844
S00883	O00883	P028	C0111	5	6285	2825
S00884	O00884	P008	C0076	4	7092	4824
S00885	O00885	P014	C0016	5	19395	1180
S00886	O00886	P007	C0085	2	5400	2822
S00887	O00887	P012	C0094	3	5169	3375
S00888	O00888	P002	C0037	3	858	180
S00889	O00889	P005	C0033	2	5568	2746
S00890	O00890	P014	C0051	3	11637	708
S00891	O00891	P001	C0118	5	10310	1055
S00892	O00892	P024	C0009	2	2742	1546
S00893	O00893	P007	C0194	1	2700	1411
S00894	O00894	P030	C0139	4	10764	3704
S00895	O00895	P015	C0113	5	6995	5365
S00896	O00896	P008	C0077	1	1773	1206
S00897	O00897	P025	C0168	4	18528	4608
S00898	O00898	P018	C0060	2	8034	1450
S00899	O00899	P024	C0176	1	1371	773
S00900	O00900	P026	C0155	4	21648	3672
S00901	O00901	P006	C0073	5	2150	405
S00902	O00902	P023	C0067	5	30230	6785
S00903	O00903	P002	C0164	3	858	180
S00904	O00904	P022	C0045	1	3891	927
S00905	O00905	P030	C0093	4	10764	3704
S00906	O00906	P015	C0020	4	5596	4292
S00907	O00907	P012	C0021	1	1723	1125
S00908	O00908	P013	C0148	2	2120	1220
S00909	O00909	P017	C0090	4	12316	5628
S00910	O00910	P006	C0175	5	2150	405
S00911	O00911	P004	C0159	5	14515	2255
S00912	O00912	P019	C0190	3	8631	1746
S00913	O00913	P015	C0137	5	6995	5365
S00914	O00914	P027	C0020	3	3813	1791
S00915	O00915	P019	C0126	3	8631	1746
S00916	O00916	P008	C0112	2	3546	2412
S00917	O00917	P022	C0103	2	7782	1854
S00918	O00918	P008	C0197	3	5319	3618
S00919	O00919	P008	C0034	4	7092	4824
S00920	O00920	P019	C0131	4	11508	2328
S00921	O00921	P019	C0145	3	8631	1746
S00922	O00922	P021	C0005	1	6175	1259
S00923	O00923	P011	C0115	2	680	244
S00924	O00924	P022	C0055	2	7782	1854
S00925	O00925	P009	C0072	2	4996	632
S00926	O00926	P018	C0156	1	4017	725
S00927	O00927	P004	C0063	4	11612	1804
S00928	O00928	P004	C0043	3	8709	1353
S00929	O00929	P026	C0025	4	21648	3672
S00930	O00930	P019	C0065	5	14385	2910
S00931	O00931	P026	C0175	4	21648	3672
S00932	O00932	P015	C0145	1	1399	1073
S00933	O00933	P018	C0148	1	4017	725
S00934	O00934	P028	C0097	1	1257	565
S00935	O00935	P022	C0101	4	15564	3708
S00936	O00936	P002	C0103	3	858	180
S00937	O00937	P001	C0116	2	4124	422
S00938	O00938	P004	C0054	4	11612	1804
S00939	O00939	P001	C0112	3	6186	633
S00940	O00940	P025	C0034	5	23160	5760
S00941	O00941	P027	C0097	3	3813	1791
S00942	O00942	P005	C0182	4	11136	5492
S00943	O00943	P010	C0150	1	5276	1385
S00944	O00944	P030	C0023	2	5382	1852
S00945	O00945	P027	C0068	4	5084	2388
S00946	O00946	P029	C0198	1	1250	359
S00947	O00947	P005	C0063	1	2784	1373
S00948	O00948	P016	C0081	5	8940	3105
S00949	O00949	P013	C0140	2	2120	1220
S00950	O00950	P013	C0142	2	2120	1220
S00951	O00951	P014	C0081	4	15516	944
S00952	O00952	P019	C0029	1	2877	582
S00953	O00953	P025	C0128	5	23160	5760
S00954	O00954	P003	C0068	5	17755	4170
S00955	O00955	P008	C0143	3	5319	3618
S00956	O00956	P012	C0119	2	3446	2250
S00957	O00957	P016	C0115	1	1788	621
S00958	O00958	P024	C0168	3	4113	2319
S00959	O00959	P028	C0171	5	6285	2825
S00960	O00960	P012	C0180	1	1723	1125
S00961	O00961	P022	C0094	5	19455	4635
S00962	O00962	P001	C0133	4	8248	844
S00963	O00963	P015	C0046	1	1399	1073
S00964	O00964	P013	C0036	2	2120	1220
S00965	O00965	P023	C0070	4	24184	5428
S00966	O00966	P021	C0031	2	12350	2518
S00967	O00967	P008	C0047	3	5319	3618
S00968	O00968	P020	C0002	2	5286	1104
S00969	O00969	P013	C0158	3	3180	1830
S00970	O00970	P004	C0097	5	14515	2255
S00971	O00971	P024	C0115	2	2742	1546
S00972	O00972	P008	C0120	1	1773	1206
S00973	O00973	P026	C0064	2	10824	1836
S00974	O00974	P017	C0147	2	6158	2814
S00975	O00975	P005	C0106	4	11136	5492
S00976	O00976	P028	C0044	5	6285	2825
S00977	O00977	P012	C0069	5	8615	5625
S00978	O00978	P018	C0027	1	4017	725
S00979	O00979	P005	C0190	4	11136	5492
S00980	O00980	P025	C0006	5	23160	5760
S00981	O00981	P007	C0013	4	10800	5644
S00982	O00982	P018	C0127	5	20085	3625
S00983	O00983	P025	C0196	2	9264	2304
S00984	O00984	P003	C0002	4	14204	3336
S00985	O00985	P021	C0071	5	30875	6295
S00986	O00986	P002	C0116	4	1144	240
S00987	O00987	P012	C0075	2	3446	2250
S00988	O00988	P002	C0121	5	1430	300
S00989	O00989	P024	C0110	2	2742	1546
S00990	O00990	P018	C0176	5	20085	3625
S00991	O00991	P017	C0109	4	12316	5628
S00992	O00992	P017	C0046	5	15395	7035
S00993	O00993	P003	C0027	4	14204	3336
S00994	O00994	P022	C0147	3	11673	2781
S00995	O00995	P001	C0152	2	4124	422
S00996	O00996	P003	C0069	2	7102	1668
S00997	O00997	P028	C0089	2	2514	1130
S00998	O00998	P027	C0060	1	1271	597
S00999	O00999	P005	C0149	5	13920	6865
S01000	O01000	P022	C0086	4	15564	3708
